GEO,UNIT,SECTOR,NA_ITEM\TIME	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
Luxembourg,Million euro,Local government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,Local government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Local government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,Local government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,Local government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,Local government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,Local government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,Local government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,Local government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,Local government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,Local government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Local government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,Local government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,Local government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,Local government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,Local government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,Local government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,Local government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Local government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,Local government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,Local government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,Local government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,Local government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,Local government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,Local government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,Local government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,Local government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Local government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,Local government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,Local government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,Local government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,Local government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,Local government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,Local government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Local government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,Local government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,Local government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,Local government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,Local government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,Local government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,Local government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,Local government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,Local government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Local government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,Local government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,Local government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,Local government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,Local government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,Local government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,Local government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Local government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,Local government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,Local government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,Local government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,Local government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,Local government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,Social security funds,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,Social security funds,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,Social security funds,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Social security funds,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,Social security funds,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,Social security funds,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,Social security funds,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,Social security funds,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,Social security funds,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,Social security funds,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Social security funds,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,Social security funds,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,Social security funds,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,Social security funds,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,Social security funds,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,Social security funds,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,Social security funds,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,Social security funds,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,Social security funds,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Social security funds,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,Social security funds,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,Social security funds,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,Social security funds,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,Social security funds,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,Social security funds,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,Social security funds,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Social security funds,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,Social security funds,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,Social security funds,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,Social security funds,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,Social security funds,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,Social security funds,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,Social security funds,Net lending (+) /net borrowing (-)	1 071.5	852.7	1 676.7	997.9	-1 174.9	-257.8	-320.9	778.5	1 454.8	1 208.7	-2 620.7	-728.4	60.8	-389.3	-362.6	-153.3	788.1	-286.7	824.2	-161.3	831.3
Germany (until 1990 former territory of the FRG),Million euro,Social security funds,Net lending (+) /net borrowing (-)	4 248.0	-983.0	-5 401.0	-7 233.0	-6 043.0	-352.0	-3 728.0	5 267.0	10 473.0	6 370.0	-14 631.0	3 993.0	15 541.0	18 697.0	5 716.0	3 409.0	3 008.0	8 561.0	10 982.0	15 858.0	9 914.0
Ireland,Million euro,Social security funds,Net lending (+) /net borrowing (-)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Social security funds,Net lending (+) /net borrowing (-)	2 136.0	2 639.9	2 162.0	3 418.0	3 717.0	3 515.0	2 036.0	1 516.0	1 371.0	2 149.0	-115.0	-520.0	-2 457.0	-1 549.0	3 326.0	784.0	-552.0	1 898.0	2 773.0	3 287.0	1 781.0
Spain,Million euro,Social security funds,Net lending (+) /net borrowing (-)	970.0	2 989.0	5 765.0	6 028.0	7 964.0	8 590.0	10 075.0	13 096.0	13 842.0	7 419.0	7 629.0	-2 669.0	-1 242.0	-10 015.0	-11 349.0	-10 607.0	-12 853.0	-17 401.0	-16 775.0	-17 369.0	-16 052.0
France,Million euro,Social security funds,Net lending (+) /net borrowing (-)	6 003.0	11 490.0	10 421.0	3 169.0	-4 472.0	-11 295.0	-7 572.0	2 874.0	4 096.0	13 850.0	-15 173.0	-23 895.0	-12 743.0	-12 664.0	-9 101.0	-7 445.0	-3 840.0	-2 163.0	4 948.0	11 680.0	14 004.0
Italy,Million euro,Social security funds,Net lending (+) /net borrowing (-)	4 050.0	1 128.0	1 297.0	10 301.0	-1 977.0	6 436.0	4 728.0	1 906.0	8 554.0	1 491.0	-4 785.0	5 027.0	3 636.0	3 147.0	2 352.0	1 849.0	2 626.0	2 496.0	3 438.0	3 224.0	2 945.0
Cyprus,Million euro,Social security funds,Net lending (+) /net borrowing (-)	320.0	328.8	386.5	315.9	315.2	398.8	404.8	380.6	479.5	613.5	467.7	438.8	379.6	174.3	-83.0	-40.3	12.5	24.2	170.8	259.0	619.3
Luxembourg,Million euro,Social security funds,Net lending (+) /net borrowing (-)	286.8	549.5	671.4	538.7	441.7	383.3	469.0	602.8	894.9	1 086.9	750.5	671.3	816.4	837.1	734.3	689.5	763.1	961.2	999.7	1 078.5	1 138.0
Malta,Million euro,Social security funds,Net lending (+) /net borrowing (-)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Social security funds,Net lending (+) /net borrowing (-)	4 659.0	6 552.0	226.0	-2 071.0	97.0	748.0	-704.0	-1 685.0	-641.0	3 503.0	-7 582.0	-2 267.0	-7 324.0	-3 598.0	-8 425.0	-6 444.0	-236.0	7 616.0	2 613.0	6 121.0	6 875.0
Austria,Million euro,Social security funds,Net lending (+) /net borrowing (-)	-82.8	-259.8	4.3	-86.2	-129.4	-200.6	-59.6	-3.3	-253.9	147.3	201.9	553.2	632.7	542.3	417.9	303.0	274.7	440.9	472.1	472.1	224.2
Portugal,Million euro,Social security funds,Net lending (+) /net borrowing (-)	174.3	157.0	-208.2	992.0	406.4	309.8	512.6	817.4	1 420.2	1 680.2	412.5	804.8	439.0	313.9	347.8	807.6	1 128.5	1 569.9	2 242.6	2 027.7	2 955.2
Slovenia,Million euro,Social security funds,Net lending (+) /net borrowing (-)	2.0	-109.9	-52.1	-36.5	-37.7	-25.7	216.4	19.4	57.8	-40.6	-142.6	-128.6	-5.0	-104.3	64.7	73.4	44.3	-67.2	56.9	14.2	11.8
Slovakia,Million euro,Social security funds,Net lending (+) /net borrowing (-)	-56.1	86.2	179.4	102.0	281.2	125.2	-201.1	67.5	55.1	209.5	-435.9	-20.0	280.9	206.3	-186.0	-69.9	-133.9	-215.7	305.7	39.0	196.9
Finland,Million euro,Social security funds,Net lending (+) /net borrowing (-)	3 781.0	5 591.0	5 799.0	5 229.0	4 619.0	4 846.0	5 497.0	7 754.0	8 164.0	7 880.0	4 875.0	5 571.0	5 418.0	5 172.0	3 834.0	3 064.0	2 501.0	2 853.0	2 946.0	2 877.0	2 937.0
Belgium,Million euro,Social security funds,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,Social security funds,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,Social security funds,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Social security funds,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,Social security funds,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,Social security funds,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,Social security funds,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,Social security funds,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,Social security funds,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,Social security funds,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Social security funds,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,Social security funds,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,Social security funds,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,Social security funds,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,Social security funds,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,Social security funds,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,Social security funds,Government consolidated gross debt	3 007.0	3 023.6	1 897.5	1 985.8	2 018.3	2 109.2	2 769.0	2 514.2	2 733.7	2 980.5	4 179.2	5 177.5	6 010.3	6 609.6	7 599.8	7 822.0	8 177.1	2 239.6	2 104.9	2 014.7	746.4
Germany (until 1990 former territory of the FRG),Million euro,Social security funds,Government consolidated gross debt	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	1 143.2	792.3	674.0	655.0
Ireland,Million euro,Social security funds,Government consolidated gross debt	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Social security funds,Government consolidated gross debt	658.2	720.0	941.0	985.0	1 120.0	859.0	543.0	267.0	202.0	199.0	188.0	802.0	584.0	298.0	261.0	293.0	149.0	142.0	135.0	128.0	120.0
Spain,Million euro,Social security funds,Government consolidated gross debt	18 959.0	18 832.0	18 704.0	18 577.0	18 450.0	18 323.0	18 246.0	18 169.0	17 169.0	17 169.0	17 169.0	17 169.0	17 169.0	17 188.0	17 187.0	17 188.0	17 188.0	17 173.0	27 393.0	41 194.0	55 024.0
France,Million euro,Social security funds,Government consolidated gross debt	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	228 999.0	228 034.0	208 587.0	198 116.0
Italy,Million euro,Social security funds,Government consolidated gross debt	4 812.6	6 080.4	7 992.1	5 505.6	2 768.6	1 469.4	61.5	63.5	607.3	252.0	54.5	108.3	134.5	149.0	158.2	212.9	113.2	145.6	133.8	125.8	98.1
Cyprus,Million euro,Social security funds,Government consolidated gross debt	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	0.0	0.0	0.0	0.0
Luxembourg,Million euro,Social security funds,Government consolidated gross debt	33.5	50.8	87.1	96.8	175.4	165.0	192.1	175.7	181.1	170.9	154.7	145.8	128.8	121.6	129.4	122.5	133.8	118.9	101.1	95.9	94.8
Malta,Million euro,Social security funds,Government consolidated gross debt	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Social security funds,Government consolidated gross debt	2 017.0	985.0	1 102.0	3 128.0	5 267.0	4 211.0	4 075.0	2 527.0	4 222.0	8 686.0	15 373.0	12 720.0	15 829.0	23 452.0	29 917.0	34 711.0	36 282.0	32 862.0	31 810.0	29 102.0	25 987.0
Austria,Million euro,Social security funds,Government consolidated gross debt	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	1 324.8	1 162.0	1 655.5	1 373.5
Portugal,Million euro,Social security funds,Government consolidated gross debt	76.6	51.2	206.4	25.8	198.3	169.5	117.5	81.6	49.3	23.3	10.0	4.1	4.8	4.1	1.5	1.1	1.8	1.1	1.0	1.5	0.3
Slovenia,Million euro,Social security funds,Government consolidated gross debt	:	108.8	139.4	142.5	190.3	194.4	20.3	3.1	2.9	2.7	2.5	52.3	52.1	51.9	1.7	1.5	1.3	1.1	0.8	0.6	0.4
Slovakia,Million euro,Social security funds,Government consolidated gross debt	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	0.5	1.0	0.5	0.5
Finland,Million euro,Social security funds,Government consolidated gross debt	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	2 352.0	2 826.0	2 283.0	1 426.0
